,Team1_summonerId_1,Team1_summonerId_2,Team1_summonerId_3,Team1_summonerId_4,Team1_summonerId_5,Team1_win,Team2_summonerId_1,Team2_summonerId_2,Team2_summonerId_3,Team2_summonerId_4,Team2_summonerId_5,Team2_win,gameId
games,26316897,42256924,20160611,95206798.0,84396817.0,True,20815637,34148603,19151853,36467479.0,81578128.0,False,3135696499
games,26316897,96016861,25172606,19920657.0,95206798.0,True,30907009,36467479,52214396,35417098.0,44246839.0,False,3135691286
games,26316897,35432335,40634635,28946246.0,72857387.0,False,23441464,43800383,19538899,55497402.0,35417098.0,True,3135612532
games,26316897,33543827,35432335,28946246.0,95136999.0,False,23307330,87080148,23735326,91577003.0,32131358.0,True,3135565001
games,26316897,20778901,46607338,32317426.0,20605205.0,True,44748697,19151853,94789011,19088162.0,21714748.0,False,3135506892
games,23307330,21729191,83567148,70797806.0,70577824.0,True,22877699,41127438,96197841,41528584.0,74067492.0,False,3146895435
games,23307330,96197841,70797806,36807362.0,70577824.0,True,29737467,29830974,42277225,74067492.0,37933039.0,False,3146835742
games,23307330,22107301,33470801,90777352.0,23323006.0,True,20318609,20160611,29830974,71709078.0,96197841.0,False,3146766573
games,23307330,25908592,20250643,31218262.0,78107108.0,True,20807377,27549186,46718607,29710223.0,29938680.0,False,3146087383
games,23307330,19708052,22000416,33818396.0,82766858.0,True,24061121,94531497,25172606,34593991.0,86777184.0,False,3146081632
games,23307330,86757717,46517338,52312462.0,44246839.0,True,30001868,21614611,23717728,65227634.0,94987702.0,False,3145723788
games,23307330,23441464,41762856,29696358.0,21732658.0,True,74428528,57346994,20927600,38584693.0,39621089.0,False,3145458920
games,23307330,36467479,38515770,21326641.0,19898783.0,False,23441464,53436826,22079969,22331014.0,95927411.0,True,3145450803
games,23307330,34628974,32081620,92787606.0,47428011.0,True,27361426,23267851,19099982,20020102.0,72857387.0,False,3145363125
games,23307330,19151853,21729191,32081620.0,292470.0,True,23267851,19099982,47428011,41528584.0,32317426.0,False,3145306229
games,20318609,20160611,29830974,71709078.0,96197841.0,False,23307330,22107301,33470801,90777352.0,23323006.0,True,3146766573
games,20318609,18995872,24118719,88957526.0,33228506.0,False,43800383,23717587,20008579,40560749.0,77017858.0,True,3146728035
games,20318609,94418904,74067492,72857387.0,97607448.0,True,19149907,36467479,21608444,94987702.0,20053332.0,False,3141735577
games,20318609,28198545,26521095,29016977.0,46392989.0,False,28059251,19732915,33434119,44651571.0,39198389.0,True,3141651672
games,20318609,23267851,27865763,44748051.0,22925602.0,True,42256924,33611908,30480956,43709778.0,27651481.0,False,3141591451
games,21045313,25566064,89187062,20050662.0,32188888.0,True,95136910,86757717,46718607,36139801.0,92977034.0,False,3146829009
games,21045313,23717728,19331430,30938077.0,22066309.0,True,36467479,88948765,38474063,27361426.0,49276837.0,False,3146555499
games,21045313,85177049,86356846,21112717.0,21608444.0,True,42287489,19049292,20110160,19929457.0,36029612.0,False,3145856582
games,21045313,21112717,20143895,43749748.0,48628389.0,False,58267469,42256924,20965425,36029612.0,23556507.0,True,3145784164
games,21045313,32081620,71709078,24475395.0,86377408.0,True,20815637,54367179,32317725,38515770.0,20927600.0,False,3145717796
games,21045313,21726747,30121864,89206856.0,42829492.0,True,36940018,21326641,19898783,23026014.0,22676062.0,False,3145352275
games,21045313,46517338,21112717,96197841.0,44746989.0,True,30001868,74428528,30856935,71136981.0,44246839.0,False,3145269037
games,21045313,34640352,19898783,51628250.0,32772336.0,False,74428528,35047682,33037228,19929457.0,30856935.0,True,3145189226
games,21045313,80637185,88948765,37047002.0,20250643.0,False,35432335,19708052,95206803,22113017.0,24428523.0,True,3143379848
games,21045313,25376913,40560749,27651481.0,37689587.0,True,76530202,35452243,27574625,88957459.0,70027323.0,False,3142939734
games,42829492,52210396,20927600,18979052.0,24049039.0,True,65806350,27042144,19673273,56248454.0,44746989.0,False,3146839397
games,42829492,20815637,42287489,21726747.0,20778901.0,True,46088149,20385190,53436826,22079969.0,21556034.0,False,3146738879
games,42829492,29830974,93607205,21729191.0,44746989.0,True,21726747,97817495,24475395,29718131.0,44246839.0,False,3146710974
games,42829492,42256924,27618624,44746989.0,95206798.0,True,35047682,29830974,19806326,21729191.0,29718131.0,False,3146674060
games,42829492,21866391,21726747,27361426.0,25593287.0,False,82747125,20110160,23832178,65218006.0,95927411.0,True,3145725912
games,42829492,30001868,21726747,85891136.0,44746989.0,True,21302646,46517338,96197841,83567148.0,95927411.0,False,3145693097
games,42829492,21726747,21285694,44748051.0,95927411.0,True,30001868,95136910,46517338,23026014.0,44746989.0,False,3145656851
games,42829492,21726747,35917998,94987702.0,22709393.0,True,42287489,19708052,40560749,22103886.0,42135084.0,False,3145587723
games,42829492,21726747,53436826,36807499.0,22079969.0,True,36467479,28931680,70036806,22331014.0,95927411.0,False,3145459613
games,42829492,30001868,21726747,36807499.0,45317425.0,True,95166906,28026195,96197841,44746989.0,32772336.0,False,3145418591
games,24877192,23717728,21608444,37817096.0,32772336.0,False,19151853,35047682,61666828,61666806.0,74067492.0,True,3142656331
games,24877192,26292708,20006991,89747801.0,30938077.0,False,74428528,57287380,36226932,59607544.0,44748051.0,True,3142541061
games,24877192,35047682,55226881,94987702.0,95166892.0,False,49534099,42287489,18995872,28931680.0,42135084.0,True,3131973164
games,24877192,25172606,88038972,71136981.0,95927411.0,True,55226881,19673273,94738630,22103886.0,52214396.0,False,3131853800
games,24877192,97539969,22392945,96417067.0,96597418.0,True,28254456,22395987,55226881,20008579.0,19088162.0,False,3131462120
games,24877192,20819890,95136999,95206985.0,84396817.0,True,26159192,64112014,83567148,22103886.0,94789012.0,False,3130930493
games,24877192,86797333,29069277,65218006.0,97607448.0,True,19666136,84326864,46517338,20779248.0,21608444.0,False,3130859863
games,24877192,23157378,33707181,57881488.0,81577117.0,False,23307330,78066888,19479122,22573095.0,68597024.0,True,3130778921
games,24877192,24340860,22696797,29069277.0,65218006.0,True,20318609,19452398,64112014,27045912.0,47428011.0,False,3130716393
games,24877192,20318609,74406,23483486.0,70071834.0,True,23278439,43825991,19603230,20747228.0,72857387.0,False,3130679974
games,41521265,85177049,86356846,20819890.0,23717728.0,False,22082647,20778901,27361426,73306985.0,47428011.0,True,3142487733
games,41521265,21112717,20537397,86777339.0,88957526.0,False,23307330,73306918,27361426,47428011.0,23323006.0,True,3142500668
games,41521265,58727186,88957526,22103886.0,74067492.0,False,46517338,21112717,28931680,83567148.0,97607448.0,True,3142445021
games,41521265,19151853,21726747,94987702.0,42829492.0,False,42256924,53436826,35769412,21608444.0,21556034.0,True,3141932940
games,41521265,39421937,19662872,20801650.0,19833744.0,False,42256924,26656911,28931680,70037375.0,19300840.0,True,3139736620
games,41521265,21614611,94789011,94789012.0,74067492.0,False,30001868,42256924,28334516,97607023.0,94418904.0,True,3139325268
games,41521265,21016499,42287489,44246839.0,97607448.0,False,42256924,20110160,23717728,94789012.0,94418904.0,True,3139070175
games,41521265,35452243,20819890,95206798.0,97607448.0,True,21302646,42256924,20965425,54367179.0,23717728.0,False,3138899525
games,41521265,19812932,53436826,83567148.0,95927411.0,True,55497402,20133522,23717728,94738630.0,19889228.0,False,3138900600
games,41521265,25172606,21112717,95166892.0,55776940.0,True,19670314,22837857,22113017,20244156.0,20573768.0,False,3138802294
games,47428011,57346994,32317725,70797806.0,38584693.0,False,42256924,21112717,21467202,19929457.0,32128754.0,True,3145945658
games,47428011,57346994,38467844,70797806.0,38584693.0,True,74428528,28931680,23267851,88957526.0,29938680.0,False,3145847982
games,47428011,30001868,35452243,83180.0,97607448.0,True,20815637,19151853,46517338,27361426.0,96197841.0,False,3145513427
games,47428011,30120801,22395987,24475395.0,36216959.0,False,86757717,27361426,83180,61666828.0,39976494.0,True,3145466720
games,47428011,20530398,22338095,37067072.0,19099982.0,True,21104522,23267851,65227634,90356821.0,32317426.0,False,3145396669
games,47428011,23307330,34628974,32081620.0,92787606.0,True,27361426,23267851,19099982,20020102.0,72857387.0,False,3145363125
games,47428011,23267851,19099982,41528584.0,32317426.0,False,23307330,19151853,21729191,32081620.0,292470.0,True,3145306229
games,47428011,23307330,40560749,38515770.0,32317426.0,False,19151853,89187062,21726747,27361426.0,42829492.0,True,3145247094
games,47428011,21726747,38515770,44809687.0,42829492.0,False,23307330,23441464,40560749,27361426.0,20801650.0,True,3145260865
games,23218947,86757717,88957526,20398981.0,97717284.0,True,44748697,19151853,32317725,53436826.0,19828997.0,False,3140105039
games,23218947,30001868,34428877,37903782.0,32970319.0,True,44748697,22107301,34518587,94987702.0,95166892.0,False,3140062273
games,23218947,30001868,27361426,20640228.0,42829492.0,False,42256924,20965425,94987702,21304689.0,19923074.0,True,3139997470
games,73687170,23307330,30120801,33147001.0,36226932.0,True,20050662,53436826,32188888,83567148.0,24516174.0,False,3143341509
games,73687170,85177049,86356846,86787827.0,94789012.0,False,54367179,46517338,23717728,19099982.0,95927411.0,True,3143143691
games,73687170,60607879,94418813,65227634.0,70027323.0,True,23307330,42256924,27361426,23267851.0,74067492.0,False,3143075227
games,73687170,21726747,20276841,36807499.0,70729605.0,False,30001868,40634635,31096976,23423070.0,20747228.0,True,3143011027
games,73687170,42256924,65227634,36807499.0,41528584.0,True,19151853,86757717,53436826,21285694.0,20181136.0,False,3142899877
games,73687170,95206801,25172606,20181136.0,88957459.0,False,30001868,96016861,42617523,20778901.0,65227634.0,True,3142873728
games,73687170,54367179,24258347,65227634.0,94987702.0,True,96016861,42287489,53436826,33037228.0,38497537.0,False,3142825251
games,73687170,29912050,55226881,39976494.0,21322517.0,False,20819890,46718607,34473908,22331014.0,19088162.0,True,3142773956
games,73687170,23307330,42287489,72857387.0,40219771.0,False,30001868,82747125,42278386,94987702.0,20227321.0,True,3140187888
games,73687170,19708052,30480956,33946949.0,68597024.0,False,22107301,22837857,90786998,41528584.0,44246839.0,True,3140128405
games,86787827,44246835,70027354,81578128.0,30856935.0,True,20814554,29830974,20110160,27361426.0,20020102.0,False,3146497591
games,86787827,54367179,23717728,20747228.0,22043009.0,True,30001868,22901273,76660449,65227634.0,94789012.0,False,3143159964
games,86787827,73687170,85177049,86356846.0,94789012.0,False,54367179,46517338,23717728,19099982.0,95927411.0,True,3143143691
games,86787827,46517338,19099982,20747228.0,97607448.0,True,30001868,38515770,23717728,20717177.0,95927411.0,False,3143065074
games,86787827,23307330,19929457,32131358.0,23931448.0,False,43573667,41518117,33707181,65227634.0,44246839.0,True,3142212213
games,86787827,90501570,65227634,27865763.0,97277462.0,False,19929457,32131358,28378749,90607630.0,97607448.0,True,3142106805
games,86787827,24471277,22107301,27530264.0,20110160.0,True,21999355,20898665,24516174,20717177.0,70027323.0,False,3141099906
games,86787827,23717728,79768938,70027354.0,40219771.0,False,32131358,86777339,29718131,81578128.0,95927411.0,True,3141029742
games,86787827,69868142,61666828,29069277.0,22709393.0,True,61287613,28931680,32131358,23717728.0,86777339.0,False,3141045154
games,86787827,54367179,95136999,95206797.0,94987702.0,True,42287489,63337108,94471379,65227634.0,20747228.0,False,3140857603
games,19099982,27751693,88957526,70027323.0,44246839.0,False,60607879,21729191,65227634,94987702.0,19828997.0,True,3145453756
games,19099982,20530398,22338095,37067072.0,47428011.0,True,21104522,23267851,65227634,90356821.0,32317426.0,False,3145396669
games,19099982,27361426,23267851,20020102.0,72857387.0,False,23307330,34628974,32081620,92787606.0,47428011.0,True,3145363125
games,19099982,23267851,47428011,41528584.0,32317426.0,False,23307330,19151853,21729191,32081620.0,292470.0,True,3145306229
games,19099982,76530202,69868142,27751693.0,92787606.0,True,35452243,28931680,20801650,36807499.0,21285694.0,False,3144195786
games,19099982,35047682,28931680,244732.0,32317426.0,False,21726747,35452243,34628974,92787606.0,95927411.0,True,3144149335
games,19099982,35047682,244732,92787606.0,20927600.0,False,51917978,41247197,35452243,71137391.0,97607448.0,True,3144162180
games,19099982,55226881,20747228,27693694.0,97607448.0,True,30001868,68846306,92787606,94987702.0,24806549.0,False,3144032945
games,19099982,60607879,94418813,24516174.0,95206798.0,False,54367179,21608444,94789012,37802452.0,72484140.0,True,3143348004
games,19099982,60607879,94418813,27361426.0,20537397.0,True,95166906,36467479,22113017,94418904.0,22487013.0,False,3143188458
games,21608444,97408299,35554586,19529511.0,37047002.0,True,82747125,19708052,22392945,24516174.0,95206800.0,False,3146275298
games,21608444,24355580,22392945,24516174.0,95206800.0,True,82747125,19708052,21112717,30811300.0,31470287.0,False,3146274435
games,21608444,23330771,26999561,75541804.0,20363367.0,True,22497781,21112717,46718607,98387451.0,33239169.0,False,3146273024
games,21608444,21112717,48628389,24516174.0,21304689.0,True,82747125,42287489,43800383,19806326.0,20747228.0,False,3146260975
games,21608444,22136916,94418821,24516174.0,95206800.0,False,46088149,82747125,54367179,19806326.0,44635060.0,True,3146087402
